,Unnamed: 0,Komentar,Polarity,casefolding,cleaned_text,normalized_text,tokenizing,stopword,stemming,text_preprocessed
1946,2087,"Semoga d mudah,kan n d lancarkan oleh Allah SWT amiinn",Positif,"semoga d mudah,kan n d lancarkan oleh allah swt amiinn",semoga   mudah kan     lancarkan oleh allah swt amiinn,semoga mudah kan lancarkan oleh allah swt amiinn,"['semoga', 'mudah', 'kan', 'lancarkan', 'oleh', 'allah', 'swt', 'amiinn']","['semoga', 'mudah', 'kan', 'lancarkan', '', 'allah', 'swt', 'amiinn']","['moga', 'mudah', 'kan', 'lancar', '', 'allah', 'swt', 'amiinn']","['moga', 'mudah', 'kan', 'lancar', 'allah', 'swt', 'amiinn']"
1947,2088,Semoga alam sekitar gk terganggu,Positif,semoga alam sekitar gk terganggu,semoga alam sekitar gk terganggu,semoga alam sekitar tidak terganggu,"['semoga', 'alam', 'sekitar', 'tidak', 'terganggu']","['semoga', 'alam', '', '', 'terganggu']","['moga', 'alam', '', '', 'ganggu']","['moga', 'alam', 'ganggu']"
1948,2089,TERIAK2 HUTANG HUTANG DIMANA MANA TAPI KLO BAYAR PAJAK MIHIL BINGIT BIYIR PIJIK 🤣🤣🤣🤣🤣🤣,Negatif,teriak2 hutang hutang dimana mana tapi klo bayar pajak mihil bingit biyir pijik 🤣🤣🤣🤣🤣🤣,teriak  hutang hutang dimana mana tapi klo bayar pajak mihil bingit biyir pijik,teriak hutang hutang dimana mana tapi kalau bayar pajak mahal sangat bayar pajak,"['teriak', 'hutang', 'hutang', 'dimana', 'mana', 'tapi', 'kalau', 'bayar', 'pajak', 'mahal', 'sangat', 'bayar', 'pajak']","['teriak', 'hutang', 'hutang', '', 'mana', '', 'kalau', 'bayar', 'pajak', 'mahal', 'sangat', 'bayar', 'pajak']","['teriak', 'hutang', 'hutang', '', 'mana', '', 'kalau', 'bayar', 'pajak', 'mahal', 'sangat', 'bayar', 'pajak']","['teriak', 'hutang', 'hutang', 'mana', 'kalau', 'bayar', 'pajak', 'mahal', 'sangat', 'bayar', 'pajak']"
1949,2090,Smoga mangkrak bangkrut hayalan tingkat mimpi,Negatif,smoga mangkrak bangkrut hayalan tingkat mimpi,smoga mangkrak bangkrut hayalan tingkat mimpi,semoga mangkrak bangkrut hayalan tingkat mimpi,"['semoga', 'mangkrak', 'bangkrut', 'hayalan', 'tingkat', 'mimpi']","['semoga', 'mangkrak', 'bangkrut', 'hayalan', 'tingkat', 'mimpi']","['moga', 'mangkrak', 'bangkrut', 'hayalan', 'tingkat', 'mimpi']","['moga', 'mangkrak', 'bangkrut', 'hayalan', 'tingkat', 'mimpi']"
1950,2091,@Kaka Guru oh jadi menurut lu anies bangun jis nguli sendiri?,Netral,@kaka guru oh jadi menurut lu anies bangun jis nguli sendiri?,guru oh jadi menurut lu anies bangun jis nguli sendiri,guru oh jadi menurut anda anies baswedan bangun jis nguli sendiri,"['guru', 'oh', 'jadi', 'menurut', 'anda', 'anies', 'baswedan', 'bangun', 'jis', 'nguli', 'sendiri']","['guru', '', 'jadi', '', '', 'anies', 'baswedan', 'bangun', 'jis', 'nguli', 'sendiri']","['guru', '', 'jadi', '', '', 'anies', 'baswedan', 'bangun', 'jis', 'nguli', 'sendiri']","['guru', 'jadi', 'anies', 'baswedan', 'bangun', 'jis', 'nguli', 'sendiri']"
1951,2092,@ARIF emang jokowi bangun apa? Cuma gunting pita haaa anak sd juga bisa,Negatif,@arif emang jokowi bangun apa? cuma gunting pita haaa anak sd juga bisa,emang jokowi bangun apa cuma gunting pita haaa anak sd juga bisa,memang jokowi bangun apa hanya gunting pita haaa anak sd juga bisa,"['memang', 'jokowi', 'bangun', 'apa', 'hanya', 'gunting', 'pita', 'haaa', 'anak', 'sd', 'juga', 'bisa']","['memang', 'jokowi', 'bangun', 'apa', '', 'gunting', 'pita', 'haaa', 'anak', 'sd', '', '']","['memang', 'jokowi', 'bangun', 'apa', '', 'gunting', 'pita', 'haaa', 'anak', 'sd', '', '']","['memang', 'jokowi', 'bangun', 'apa', 'gunting', 'pita', 'haaa', 'anak', 'sd']"
1952,2093,"@ARIF yg jelas gk minjem, kelompom loh tuh serakah gila jabatan sampe anak cucu cicit smua mau jadi pejabat rakus smoga kalian nyungsep smua",Negatif,"@arif yg jelas gk minjem, kelompom loh tuh serakah gila jabatan sampe anak cucu cicit smua mau jadi pejabat rakus smoga kalian nyungsep smua",yg jelas gk minjem  kelompom loh tuh serakah gila jabatan sampe anak cucu cicit smua mau jadi pejabat rakus smoga kalian nyungsep smua,yang jelas tidak pinjam kelompom lho itu serakah gila jabatan sampai anak cucu cicit semua mau jadi pejabat rakus semoga kalian nyungsep semua,"['yang', 'jelas', 'tidak', 'pinjam', 'kelompom', 'lho', 'itu', 'serakah', 'gila', 'jabatan', 'sampai', 'anak', 'cucu', 'cicit', 'semua', 'mau', 'jadi', 'pejabat', 'rakus', 'semoga', 'kalian', 'nyungsep', 'semua']","['', 'jelas', '', 'pinjam', 'kelompom', 'lho', '', 'serakah', 'gila', 'jabatan', '', 'anak', 'cucu', 'cicit', 'semua', 'mau', 'jadi', 'pejabat', 'rakus', 'semoga', 'kalian', 'nyungsep', 'semua']","['', 'jelas', '', 'pinjam', 'kelompom', 'lho', '', 'serakah', 'gila', 'jabat', '', 'anak', 'cucu', 'cicit', 'semua', 'mau', 'jadi', 'jabat', 'rakus', 'moga', 'kalian', 'nyungsep', 'semua']","['jelas', 'pinjam', 'kelompom', 'lho', 'serakah', 'gila', 'jabat', 'anak', 'cucu', 'cicit', 'semua', 'mau', 'jadi', 'jabat', 'rakus', 'moga', 'kalian', 'nyungsep', 'semua']"
1953,2094,"@Kaka Guru nyuruh jangan fanatik tapi, sendirinya fanatik sama anies. Bukannya kelompok lu itu yg dulu suka teriak&quot",Netral,"@kaka guru nyuruh jangan fanatik tapi, sendirinya fanatik sama anies. bukannya kelompok lu itu yg dulu suka teriak&quot",guru nyuruh jangan fanatik tapi  sendirinya fanatik sama anies  bukannya kelompok lu itu yg dulu suka teriak,guru nyuruh jangan fanatik tapi sendirinya fanatik sama anies baswedan bukannya kelompok anda itu yang dulu suka teriak,"['guru', 'nyuruh', 'jangan', 'fanatik', 'tapi', 'sendirinya', 'fanatik', 'sama', 'anies', 'baswedan', 'bukannya', 'kelompok', 'anda', 'itu', 'yang', 'dulu', 'suka', 'teriak']","['guru', 'nyuruh', 'jangan', 'fanatik', '', 'sendirinya', 'fanatik', 'sama', 'anies', 'baswedan', 'bukannya', 'kelompok', '', '', '', 'dulu', 'suka', 'teriak']","['guru', 'nyuruh', 'jangan', 'fanatik', '', 'sendiri', 'fanatik', 'sama', 'anies', 'baswedan', 'bukan', 'kelompok', '', '', '', 'dulu', 'suka', 'teriak']","['guru', 'nyuruh', 'jangan', 'fanatik', 'sendiri', 'fanatik', 'sama', 'anies', 'baswedan', 'bukan', 'kelompok', 'dulu', 'suka', 'teriak']"
1954,2095,"Semoga, lgaian ngabisin duit negara",Negatif,"semoga, lgaian ngabisin duit negara",semoga  lgaian ngabisin duit negara,semoga lagian menghabiskan duit negara,"['semoga', 'lagian', 'menghabiskan', 'duit', 'negara']","['semoga', 'lagian', 'menghabiskan', 'duit', 'negara']","['moga', 'lagi', 'habis', 'duit', 'negara']","['moga', 'lagi', 'habis', 'duit', 'negara']"
1955,2096,Mudahan cepa selesai ikn,Positif,mudahan cepa selesai ikn,mudahan cepa selesai ikn,mudahan cepa selesai ikn,"['mudahan', 'cepa', 'selesai', 'ikn']","['mudahan', 'cepa', 'selesai', 'ikn']","['mudah', 'cepa', 'selesai', 'ikn']","['mudah', 'cepa', 'selesai', 'ikn']"
1956,2097,Pret ngabisin duit negara,Negatif,pret ngabisin duit negara,pret ngabisin duit negara,pret menghabiskan duit negara,"['pret', 'menghabiskan', 'duit', 'negara']","['pret', 'menghabiskan', 'duit', 'negara']","['pret', 'habis', 'duit', 'negara']","['pret', 'habis', 'duit', 'negara']"
1957,2098,"@Kopi pahit justru itu yg hrs diselesaikan, klo masalah pokok sj blm selesai apalagi masalah yg lain",Netral,"@kopi pahit justru itu yg hrs diselesaikan, klo masalah pokok sj blm selesai apalagi masalah yg lain",pahit justru itu yg hrs diselesaikan  klo masalah pokok sj blm selesai apalagi masalah yg lain,pahit justru itu yang harus diselesaikan kalau masalah pokok saja belum selesai apalagi masalah yang lain,"['pahit', 'justru', 'itu', 'yang', 'harus', 'diselesaikan', 'kalau', 'masalah', 'pokok', 'saja', 'belum', 'selesai', 'apalagi', 'masalah', 'yang', 'lain']","['pahit', 'justru', '', '', '', 'diselesaikan', 'kalau', 'masalah', 'pokok', '', '', 'selesai', '', 'masalah', '', '']","['pahit', 'justru', '', '', '', 'selesai', 'kalau', 'masalah', 'pokok', '', '', 'selesai', '', 'masalah', '', '']","['pahit', 'justru', 'selesai', 'kalau', 'masalah', 'pokok', 'selesai', 'masalah']"
1958,2099,"@John Carter pupuk nga ada selesainya,jln mana dl,klu jalan desa,tnya ama kadesnya.oligarki lg oligarki lg,negara mana yg membangun tnp oligarki",Negatif,"@john carter pupuk nga ada selesainya,jln mana dl,klu jalan desa,tnya ama kadesnya.oligarki lg oligarki lg,negara mana yg membangun tnp oligarki",carter pupuk nga ada selesainya jln mana dl klu jalan desa tnya ama kadesnya oligarki lg oligarki lg negara mana yg membangun tnp oligarki,carter pupuk tidak ada selesainya jalan mana dl kalau jalan desa tnya sama kadesnya oligarki lagi oligarki lagi negara mana yang membangun tanpa oligarki,"['carter', 'pupuk', 'tidak', 'ada', 'selesainya', 'jalan', 'mana', 'dl', 'kalau', 'jalan', 'desa', 'tnya', 'sama', 'kadesnya', 'oligarki', 'lagi', 'oligarki', 'lagi', 'negara', 'mana', 'yang', 'membangun', 'tanpa', 'oligarki']","['carter', 'pupuk', '', '', 'selesainya', 'jalan', 'mana', 'dl', 'kalau', 'jalan', 'desa', 'tnya', 'sama', 'kadesnya', 'oligarki', '', 'oligarki', '', 'negara', 'mana', '', 'membangun', '', 'oligarki']","['carter', 'pupuk', '', '', 'selesai', 'jalan', 'mana', 'dl', 'kalau', 'jalan', 'desa', 'tnya', 'sama', 'kades', 'oligarki', '', 'oligarki', '', 'negara', 'mana', '', 'bangun', '', 'oligarki']","['carter', 'pupuk', 'selesai', 'jalan', 'mana', 'dl', 'kalau', 'jalan', 'desa', 'tnya', 'sama', 'kades', 'oligarki', 'oligarki', 'negara', 'mana', 'bangun', 'oligarki']"
1959,2100,"@Kopi pahit mayoritas rakyat belum butuh ikn, rakyat masih butuh pupuk, jalanan diaspal, kebutuhan pokok yg terjangkau, yg butuh ikn itu hanya golongan oligarki dan cecunguknya",Negatif,"@kopi pahit mayoritas rakyat belum butuh ikn, rakyat masih butuh pupuk, jalanan diaspal, kebutuhan pokok yg terjangkau, yg butuh ikn itu hanya golongan oligarki dan cecunguknya",pahit mayoritas rakyat belum butuh ikn  rakyat masih butuh pupuk  jalanan diaspal  kebutuhan pokok yg terjangkau  yg butuh ikn itu hanya golongan oligarki dan cecunguknya,pahit mayoritas rakyat belum butuh ikn rakyat masih butuh pupuk jalanan diaspal kebutuhan pokok yang terjangkau yang butuh ikn itu hanya golongan oligarki dan cecunguknya,"['pahit', 'mayoritas', 'rakyat', 'belum', 'butuh', 'ikn', 'rakyat', 'masih', 'butuh', 'pupuk', 'jalanan', 'diaspal', 'kebutuhan', 'pokok', 'yang', 'terjangkau', 'yang', 'butuh', 'ikn', 'itu', 'hanya', 'golongan', 'oligarki', 'dan', 'cecunguknya']","['pahit', 'mayoritas', 'rakyat', '', 'butuh', 'ikn', 'rakyat', '', 'butuh', 'pupuk', 'jalanan', 'diaspal', 'kebutuhan', 'pokok', '', 'terjangkau', '', 'butuh', 'ikn', '', '', 'golongan', 'oligarki', '', 'cecunguknya']","['pahit', 'mayoritas', 'rakyat', '', 'butuh', 'ikn', 'rakyat', '', 'butuh', 'pupuk', 'jalan', 'aspal', 'butuh', 'pokok', '', 'jangkau', '', 'butuh', 'ikn', '', '', 'golong', 'oligarki', '', 'cecunguk']","['pahit', 'mayoritas', 'rakyat', 'butuh', 'ikn', 'rakyat', 'butuh', 'pupuk', 'jalan', 'aspal', 'butuh', 'pokok', 'jangkau', 'butuh', 'ikn', 'golong', 'oligarki', 'cecunguk']"
1960,2101,@Sapi Jantan klu anis pasti mangkrak 100%,Negatif,@sapi jantan klu anis pasti mangkrak 100%,jantan klu anis pasti mangkrak,jantan kalau anies baswedan pasti mangkrak,"['jantan', 'kalau', 'anies', 'baswedan', 'pasti', 'mangkrak']","['jantan', 'kalau', 'anies', 'baswedan', '', 'mangkrak']","['jantan', 'kalau', 'anies', 'baswedan', '', 'mangkrak']","['jantan', 'kalau', 'anies', 'baswedan', 'mangkrak']"
1961,2102,Mudahan negeri makmur bila kami tk bisa menikmati biar anak cucu kami yg menikmati aminn y Allah,Positif,mudahan negeri makmur bila kami tk bisa menikmati biar anak cucu kami yg menikmati aminn y allah,mudahan negeri makmur bila kami tk bisa menikmati biar anak cucu kami yg menikmati aminn   allah,mudahan negeri makmur bila kami tak bisa menikmati biar anak cucu kami yang menikmati aamiin allah,"['mudahan', 'negeri', 'makmur', 'bila', 'kami', 'tak', 'bisa', 'menikmati', 'biar', 'anak', 'cucu', 'kami', 'yang', 'menikmati', 'aamiin', 'allah']","['mudahan', 'negeri', 'makmur', 'bila', '', 'tak', '', 'menikmati', 'biar', 'anak', 'cucu', '', '', 'menikmati', 'aamiin', 'allah']","['mudah', 'negeri', 'makmur', 'bila', '', 'tak', '', 'nikmat', 'biar', 'anak', 'cucu', '', '', 'nikmat', 'aamiin', 'allah']","['mudah', 'negeri', 'makmur', 'bila', 'tak', 'nikmat', 'biar', 'anak', 'cucu', 'nikmat', 'aamiin', 'allah']"
1962,2103,Mulai dari keluargamu dulu.. Ajari utk jadi generasi yg pandai supaya bermanfaat utk kemajuan bangsa. Jangan jadi generasi gagal seperti bapaknya yg waktu Muda suka tongkraaang-tongkrong dipinggir jalan sambil mabuk2an yg ngk Ada gunanya.. 😂 😂,Netral,mulai dari keluargamu dulu.. ajari utk jadi generasi yg pandai supaya bermanfaat utk kemajuan bangsa. jangan jadi generasi gagal seperti bapaknya yg waktu muda suka tongkraaang-tongkrong dipinggir jalan sambil mabuk2an yg ngk ada gunanya.. 😂 😂,mulai dari keluargamu dulu   ajari utk jadi generasi yg pandai supaya bermanfaat utk kemajuan bangsa  jangan jadi generasi gagal seperti bapaknya yg waktu muda suka tongkraaangtongkrong dipinggir jalan sambil mabuk an yg ngk ada gunanya,mulai dari keluargamu dulu ajari untuk jadi generasi yang pandai supaya bermanfaat untuk kemajuan bangsa jangan jadi generasi gagal seperti bapaknya yang waktu muda suka tongkraaangtongkrong dipinggir jalan sambil mabuk an yang tidak ada gunanya,"['mulai', 'dari', 'keluargamu', 'dulu', 'ajari', 'untuk', 'jadi', 'generasi', 'yang', 'pandai', 'supaya', 'bermanfaat', 'untuk', 'kemajuan', 'bangsa', 'jangan', 'jadi', 'generasi', 'gagal', 'seperti', 'bapaknya', 'yang', 'waktu', 'muda', 'suka', 'tongkraaangtongkrong', 'dipinggir', 'jalan', 'sambil', 'mabuk', 'an', 'yang', 'tidak', 'ada', 'gunanya']","['mulai', '', 'keluargamu', 'dulu', 'ajari', '', 'jadi', 'generasi', '', 'pandai', '', 'bermanfaat', '', 'kemajuan', 'bangsa', 'jangan', 'jadi', 'generasi', 'gagal', '', 'bapaknya', '', 'waktu', 'muda', 'suka', 'tongkraaangtongkrong', 'dipinggir', 'jalan', '', 'mabuk', 'an', '', '', '', 'gunanya']","['mulai', '', 'keluarga', 'dulu', 'ajar', '', 'jadi', 'generasi', '', 'pandai', '', 'manfaat', '', 'maju', 'bangsa', 'jangan', 'jadi', 'generasi', 'gagal', '', 'bapak', '', 'waktu', 'muda', 'suka', 'tongkraaangtongkrong', 'pinggir', 'jalan', '', 'mabuk', 'an', '', '', '', 'guna']","['mulai', 'keluarga', 'dulu', 'ajar', 'jadi', 'generasi', 'pandai', 'manfaat', 'maju', 'bangsa', 'jangan', 'jadi', 'generasi', 'gagal', 'bapak', 'waktu', 'muda', 'suka', 'tongkraaangtongkrong', 'pinggir', 'jalan', 'mabuk', 'an', 'guna']"
1963,2104,Tugas kita ya dorong tingkatkan literasi membaca ke pada anak. Jauhkan dulu hp biar literasi kita baik masa peringkat 130 dan IQ nomor 2 di Asean ( dari belakang 😭).,Netral,tugas kita ya dorong tingkatkan literasi membaca ke pada anak. jauhkan dulu hp biar literasi kita baik masa peringkat 130 dan iq nomor 2 di asean ( dari belakang 😭).,tugas kita ya dorong tingkatkan literasi membaca ke pada anak  jauhkan dulu hp biar literasi kita baik masa peringkat   dan iq nomor   di asean  dari belakang,tugas kita iya dorong tingkatkan literasi membaca ke pada anak jauhkan dulu hp biar literasi kita baik masa peringkat dan iq nomor di asean dari belakang,"['tugas', 'kita', 'iya', 'dorong', 'tingkatkan', 'literasi', 'membaca', 'ke', 'pada', 'anak', 'jauhkan', 'dulu', 'hp', 'biar', 'literasi', 'kita', 'baik', 'masa', 'peringkat', 'dan', 'iq', 'nomor', 'di', 'asean', 'dari', 'belakang']","['tugas', '', 'iya', 'dorong', 'tingkatkan', 'literasi', 'membaca', '', '', 'anak', 'jauhkan', 'dulu', 'hp', 'biar', 'literasi', '', 'baik', 'masa', 'peringkat', '', 'iq', 'nomor', '', 'asean', '', 'belakang']","['tugas', '', 'iya', 'dorong', 'tingkat', 'literasi', 'baca', '', '', 'anak', 'jauh', 'dulu', 'hp', 'biar', 'literasi', '', 'baik', 'masa', 'peringkat', '', 'iq', 'nomor', '', 'asean', '', 'belakang']","['tugas', 'iya', 'dorong', 'tingkat', 'literasi', 'baca', 'anak', 'jauh', 'dulu', 'hp', 'biar', 'literasi', 'baik', 'masa', 'peringkat', 'iq', 'nomor', 'asean', 'belakang']"
1964,2105,Bila rakyat Indonesia (paling tidak 80% lah).. berpikiran.. berkarakter seperti Bapak / Saudara kita / Mas Bro eksanpriyono4351..,Netral,bila rakyat indonesia (paling tidak 80% lah).. berpikiran.. berkarakter seperti bapak / saudara kita / mas bro eksanpriyono4351..,bila rakyat indonesia paling tidak   lah   berpikiran   berkarakter seperti bapak  saudara kita  mas bro eksanpriyono,bila rakyat indonesia paling tidak lah berpikiran berkarakter seperti bapak saudara kita mas bro eksanpriyono,"['bila', 'rakyat', 'indonesia', 'paling', 'tidak', 'lah', 'berpikiran', 'berkarakter', 'seperti', 'bapak', 'saudara', 'kita', 'mas', 'bro', 'eksanpriyono']","['bila', 'rakyat', 'indonesia', 'paling', '', 'lah', 'berpikiran', 'berkarakter', '', 'bapak', 'saudara', '', 'mas', 'bro', 'eksanpriyono']","['bila', 'rakyat', 'indonesia', 'paling', '', 'lah', 'pikir', 'karakter', '', 'bapak', 'saudara', '', 'mas', 'bro', 'eksanpriyono']","['bila', 'rakyat', 'indonesia', 'paling', 'lah', 'pikir', 'karakter', 'bapak', 'saudara', 'mas', 'bro', 'eksanpriyono']"
1965,2106,👍👍👍👍👍.. komen BIJAK..LEGOWO..,Netral,👍👍👍👍👍.. komen bijak..legowo..,komen bijak  legowo,komentar bijak legowo,"['komentar', 'bijak', 'legowo']","['komentar', 'bijak', 'legowo']","['komentar', 'bijak', 'legowo']","['komentar', 'bijak', 'legowo']"
1966,2108,Banyak bacot 🤭🤭🤭🤭 nanti mangkrak 🤪😜😝😝😜😜🤣😂🤣🤣🤣😂,Negatif,banyak bacot 🤭🤭🤭🤭 nanti mangkrak 🤪😜😝😝😜😜🤣😂🤣🤣🤣😂,banyak bacot  nanti mangkrak,banyak bacot nanti mangkrak,"['banyak', 'bacot', 'nanti', 'mangkrak']","['banyak', 'bacot', '', 'mangkrak']","['banyak', 'bacot', '', 'mangkrak']","['banyak', 'bacot', 'mangkrak']"
1967,2109,Semoga terlaksana dengan baik dan cepat semoga semua pelaksana memiliki semngat yang sama memajukan bangsa sehingga amanah dan rapi dalam bekerja,Positif,semoga terlaksana dengan baik dan cepat semoga semua pelaksana memiliki semngat yang sama memajukan bangsa sehingga amanah dan rapi dalam bekerja,semoga terlaksana dengan baik dan cepat semoga semua pelaksana memiliki semngat yang sama memajukan bangsa sehingga amanah dan rapi dalam bekerja,semoga terlaksana dengan baik dan cepat semoga semua pelaksana memiliki semngat yang sama memajukan bangsa sehingga amanah dan rapi dalam bekerja,"['semoga', 'terlaksana', 'dengan', 'baik', 'dan', 'cepat', 'semoga', 'semua', 'pelaksana', 'memiliki', 'semngat', 'yang', 'sama', 'memajukan', 'bangsa', 'sehingga', 'amanah', 'dan', 'rapi', 'dalam', 'bekerja']","['semoga', 'terlaksana', '', 'baik', '', 'cepat', 'semoga', 'semua', 'pelaksana', 'memiliki', 'semngat', '', 'sama', 'memajukan', 'bangsa', '', 'amanah', '', 'rapi', '', 'bekerja']","['moga', 'laksana', '', 'baik', '', 'cepat', 'moga', 'semua', 'laksana', 'milik', 'semngat', '', 'sama', 'maju', 'bangsa', '', 'amanah', '', 'rapi', '', 'kerja']","['moga', 'laksana', 'baik', 'cepat', 'moga', 'semua', 'laksana', 'milik', 'semngat', 'sama', 'maju', 'bangsa', 'amanah', 'rapi', 'kerja']"
1968,2110,@chaplin betul sekali. kawa  salam sehat dari  PdliIKNJbr,Netral,@chaplin betul sekali. kawa  salam sehat dari  pdliiknjbr,betul sekali  kawa salam sehat dari pdliiknjbr,betul sekali kawa salam sehat dari pdliiknjbr,"['betul', 'sekali', 'kawa', 'salam', 'sehat', 'dari', 'pdliiknjbr']","['betul', 'sekali', 'kawa', 'salam', 'sehat', '', 'pdliiknjbr']","['betul', 'sekali', 'kawa', 'salam', 'sehat', '', 'pdliiknjbr']","['betul', 'sekali', 'kawa', 'salam', 'sehat', 'pdliiknjbr']"
1969,2111,@Firmansyah 123 betul. sekall. malah gorombolan itu banyak yg pake jalan tol. yg kuli jalan tol malah jarang pake jln tol..hidup satu abad N.U.. salam sehat.  dari  PdliIKNJbr.,Negatif,@firmansyah 123 betul. sekall. malah gorombolan itu banyak yg pake jalan tol. yg kuli jalan tol malah jarang pake jln tol..hidup satu abad n.u.. salam sehat.  dari  pdliiknjbr.,betul  sekall  malah gorombolan itu banyak yg pake jalan tol  yg kuli jalan tol malah jarang pake jln tol  hidup satu abad       salam sehat  dari pdliiknjbr,betul sekall malah gorombolan itu banyak yang pakai jalan tol yang kuli jalan tol malah jarang pakai jalan tol hidup satu abad salam sehat dari pdliiknjbr,"['betul', 'sekall', 'malah', 'gorombolan', 'itu', 'banyak', 'yang', 'pakai', 'jalan', 'tol', 'yang', 'kuli', 'jalan', 'tol', 'malah', 'jarang', 'pakai', 'jalan', 'tol', 'hidup', 'satu', 'abad', 'salam', 'sehat', 'dari', 'pdliiknjbr']","['betul', 'sekall', 'malah', 'gorombolan', '', 'banyak', '', 'pakai', 'jalan', 'tol', '', 'kuli', 'jalan', 'tol', 'malah', 'jarang', 'pakai', 'jalan', 'tol', 'hidup', 'satu', 'abad', 'salam', 'sehat', '', 'pdliiknjbr']","['betul', 'sekall', 'malah', 'gorombolan', '', 'banyak', '', 'pakai', 'jalan', 'tol', '', 'kuli', 'jalan', 'tol', 'malah', 'jarang', 'pakai', 'jalan', 'tol', 'hidup', 'satu', 'abad', 'salam', 'sehat', '', 'pdliiknjbr']","['betul', 'sekall', 'malah', 'gorombolan', 'banyak', 'pakai', 'jalan', 'tol', 'kuli', 'jalan', 'tol', 'malah', 'jarang', 'pakai', 'jalan', 'tol', 'hidup', 'satu', 'abad', 'salam', 'sehat', 'pdliiknjbr']"
